date,status,price,total_addresses,var_total_addresses,eth_addresses,var_eth_addresses,bsc_addresses,var_bsc_addresses,matic_addresses,var_matic_addresses,instant_trades,var_instant_trades,bridges,var_bridges
2021-07-10T10:30:00Z,H,0.100971,6691,55,6691,55,137,1,0,0,11362484,10077,10411725,14647
2021-07-11T10:30:00Z,H,0.098667,6745,54,6745,54,138,1,0,0,11372561,10077,10426373,14648
2021-07-12T10:30:00Z,H,0.100885,6800,55,6800,55,139,1,0,0,11382638,10077,10441020,14647
2021-07-13T10:30:00Z,H,0.09429,6854,54,6854,54,141,2,0,0,11392716,10078,10455668,14648
2021-07-14T10:30:00Z,H,0.090812,6909,55,6909,55,142,1,0,0,11402793,10077,10470315,14647
2021-07-15T10:30:00Z,H,0.094377,6963,54,6963,54,143,1,0,0,11412870,10077,10484963,14648
2021-07-16T10:30:00Z,H,0.093676,7018,55,7018,55,144,1,0,0,11422947,10077,10499610,14647
2021-07-17T10:30:00Z,H,0.089205,7072,54,7072,54,146,2,0,0,11449314,26367,10530125,30515
2021-07-18T10:30:00Z,H,0.087707,7127,55,7127,55,147,1,0,0,11475681,26367,10560641,30516
2021-07-19T10:30:00Z,H,0.087769,7181,54,7181,54,148,1,0,0,11502048,26367,10591156,30515
2021-07-20T10:30:00Z,H,0.08145,7236,55,7236,55,149,1,0,0,11528415,26367,10621672,30516
2021-07-21T10:30:00Z,H,0.077923,7291,55,7291,55,151,2,0,0,11554782,26367,10652187,30515
2021-07-22T10:30:00Z,H,0.087822,7345,54,7345,54,152,1,0,0,11581149,26367,10682703,30516
2021-07-23T10:30:00Z,H,0.086212,7400,55,7400,55,153,1,0,0,11607516,26367,10713218,30515
2021-07-24T10:30:00Z,H,0.089666,7454,54,7454,54,154,1,0,0,11616408,8892,10736597,23379
2021-07-25T10:30:00Z,H,0.093614,7509,55,7509,55,156,2,0,0,11625300,8892,10759976,23379
2021-07-26T10:30:00Z,H,0.090601,7563,54,7563,54,157,1,0,0,11634192,8892,10783355,23379
2021-07-27T10:30:00Z,H,0.094,7618,55,7618,55,158,1,0,0,11643083,8891,10806734,23379
2021-07-28T10:30:00Z,H,0.1003,7615,-3,7615,-3,159,1,0,0,11651975,8892,10830113,23379
2021-07-29T10:30:00Z,H,0.0949,7611,-4,7611,-4,161,2,0,0,11660867,8892,10853492,23379
2021-07-30T10:30:00Z,H,0.0982,7626,15,7626,15,162,1,0,0,11669759,8892,10876871,23379
2021-07-31T10:30:00Z,H,0.1066,7630,4,7630,4,163,1,0,0,11711770,42011,10973832,96961
2021-08-01T10:30:00Z,H,0.1169,7629,-1,7629,-1,165,2,0,0,11753780,42010,11070792,96960
2021-08-02T10:30:00Z,H,0.1138,7626,-3,7626,-3,166,1,0,0,11795791,42011,11167753,96961
2021-08-03T10:30:00Z,H,0.112,7627,1,7627,1,167,1,0,0,11837801,42010,11264713,96960
2021-08-04T10:30:00Z,H,0.1083,7625,-2,7625,-2,168,1,0,0,11879812,42011,11361674,96961
2021-08-05T10:30:00Z,H,0.111,7617,-8,7617,-8,170,2,0,0,11921822,42010,11458634,96960
2021-08-06T10:30:00Z,H,0.1188,7618,1,7618,1,171,1,0,0,11963833,42011,11555595,96961
2021-08-07T10:30:00Z,H,0.1339,7618,0,7618,0,172,1,0,0,11988798,24965,11580079,24484
2021-08-08T10:30:00Z,H,0.1334,7616,-2,7616,-2,173,1,0,0,12013763,24965,11604563,24484
2021-08-09T10:30:00Z,H,0.1326,7608,-8,7608,-8,175,2,0,0,12038728,24965,11629047,24484
2021-08-10T10:30:00Z,H,0.1332,7611,3,7611,3,176,1,0,0,12063694,24966,11653531,24484
2021-08-11T10:30:00Z,H,0.1346,7611,0,7611,0,177,1,0,0,12088659,24965,11678015,24484
2021-08-12T10:30:00Z,H,0.1302,7606,-5,7606,-5,178,1,0,0,12113624,24965,11702499,24484
2021-08-13T10:30:00Z,H,0.1354,7596,-10,7596,-10,180,2,0,0,12138589,24965,11726983,24484
2021-08-14T10:30:00Z,H,0.1365,7602,6,7602,6,181,1,0,0,12222006,83417,11769429,42446
2021-08-15T10:30:00Z,H,0.1309,7598,-4,7598,-4,182,1,0,0,12305422,83417,11811874,42446
2021-08-16T10:30:00Z,H,0.1318,7596,-2,7596,-2,183,1,0,0,12388839,83417,11854320,42446
2021-08-17T10:30:00Z,H,0.1319,7597,1,7592,-4,184,1,0,0,12472255,83417,11896766,42446
2021-08-18T10:30:00Z,H,0.114,7589,-7,7589,-7,185,2,0,0,12555672,83417,11939212,42446
2021-08-19T10:30:00Z,H,0.1124,7588,-1,7588,-1,186,1,0,0,12639088,83417,11981657,42446
2021-08-20T10:30:00Z,H,0.120025,7615,27,7615,27,187,1,0,0,12722505,83417,12024103,42446
2021-08-21T10:30:00Z,H,0.121425,7622,7,7622,7,187,0,0,0,12805921,83417,12066549,42446
2021-08-22T10:30:00Z,H,0.122825,7630,7,7630,7,188,1,0,0,12889338,83417,12108995,42446
2021-08-23T10:30:00Z,H,0.124157,7637,22,7637,22,188,1,0,0,12972754,83417,12151440,42446
2021-08-24T10:30:00Z,H,0.118739,7632,-5,7632,-5,190,2,0,0,13056171,83417,12193886,42446
2021-08-25T10:30:00Z,H,0.123134,7653,21,7653,21,191,1,0,0,13139587,83417,12236332,42446
2021-08-26T10:30:00Z,H,0.119541,7665,12,7665,12,192,1,0,0,13223004,83417,12278778,42446
2021-08-27T10:30:00Z,H,0.13096,7673,8,7673,8,195,3,0,0,13389837,166833,12363669,84891
2021-08-28T10:30:00Z,H,0.143343,7695,22,7694,21,196,1,1,1,14030557,640720,12596231,232562
2021-08-29T10:30:00Z,H,0.146814,7713,18,7707,13,197,1,6,5,14671276,640719,12828793,232562
2021-08-30T10:30:00Z,H,0.161731,7797,84,7785,78,198,1,12,6,15311996,640720,13061355,232562
2021-08-31T10:30:00Z,H,0.248565,8076,279,7859,74,200,2,17,5,15952715,640719,13293917,232562
2021-09-01T10:30:00Z,H,0.293467,8294,218,7971,112,300,100,23,6,16593435,640720,13526479,232562
2021-09-02T10:30:00Z,H,0.257937,8272,-22,7844,-127,400,100,28,5,17234154,640719,13759041,232562
2021-09-03T10:30:00Z,H,0.272582,8336,64,7802,-42,500,100,34,6,17874874,640720,13991603,232562
2021-09-04T10:30:00Z,H,0.348945,8444,108,7805,3,600,100,39,5,18360937,486063,14138379,146776
2021-09-05T10:30:00Z,H,0.352282,8487,43,7742,-63,700,100,45,6,18847000,486063,14285156,146777
2021-09-06T10:30:00Z,H,0.370108,8582,95,7732,-10,800,100,50,5,19333063,486063,14431932,146776
2021-09-07T10:30:00Z,H,0.352766,8603,21,7647,-85,900,100,56,6,19819127,486064,14578709,146777
2021-09-08T10:30:00Z,H,0.285523,8585,-18,7524,-123,1000,100,61,5,20305190,486063,14725485,146776
2021-09-09T10:30:00Z,H,0.284263,8591,6,7424,-100,1100,100,67,6,20791253,486063,14872262,146777
2021-09-10T10:30:00Z,H,0.288849,8593,2,7321,-103,1200,100,72,5,21277316,486063,15019038,146776
2021-09-11T10:30:00Z,H,0.337829,8759,166,7381,60,1300,100,78,6,21510130,232814,15417789,398751
2021-09-12T10:30:00Z,H,0.32683,8864,105,7381,0,1400,100,83,5,21742944,232814,15816540,398751
2021-09-13T10:30:00Z,H,0.284772,8898,34,7309,-72,1500,100,89,6,21975758,232814,16215291,398751
2021-09-14T10:30:00Z,H,0.291543,8936,38,7242,-67,1600,100,94,5,22208572,232814,16614043,398752
2021-09-15T10:30:00Z,H,0.276107,8943,7,7143,-99,1700,100,100,6,22441386,232814,17012794,398751
2021-09-16T10:30:00Z,H,0.279328,8944,1,7039,-104,1800,100,105,5,22674200,232814,17411545,398751
2021-09-17T10:30:00Z,H,0.267209,8949,5,6938,-101,1900,100,111,6,22907014,232814,17810296,398751
2021-09-18T10:30:00Z,H,0.288438,8962,13,6846,-92,2000,100,116,5,23139828,232814,18209047,398751
2021-09-19T10:30:00Z,H,0.279827,8952,-10,6730,-116,2100,100,122,6,23189535,49707,18299562,90515
2021-09-20T10:30:00Z,S,0.2289,8933,-19,6609,-121,2194,94,130,8,23444427,254892,18407946,108384
2021-09-21T10:30:00Z,S,0.230949,8925,-8,6604,-5,2190,-4,131,1,23629308,184881,18484400,76454
2021-09-22T10:30:00Z,S,0.214483,8928,3,6606,2,2184,-6,138,7,23788290,158982,18576808,92408
2021-09-23T10:30:00Z,S,0.223939,8941,13,6607,1,2194,10,140,2,23888429,100139,18670948,94140
2021-09-24T10:30:00Z,S,0.192655,8935,-6,6602,-5,2193,-1,140,0,23969965,81536,19038661,367713
2021-09-25T10:30:00Z,S,0.203507,8953,18,6608,6,2203,10,142,2,24198499,228534,19100592,61931
2021-09-26T10:30:00Z,S,0.195431,8951,-2,6607,-1,2201,-2,143,1,24221972,23473,19172860,72268
2021-09-27T10:30:00Z,S,0.20316,8968,17,6612,5,2210,9,146,3,24294295,72323,19191577,18717
2021-09-28T10:30:00Z,S,0.19415,8977,9,6614,2,2214,4,149,3,24548752,254457,19249652,58075
2021-09-29T10:30:00Z,S,0.198021,8979,2,6613,-1,2219,5,147,-2,24635717,86965,19326273,76621
2021-09-30T10:30:00Z,S,0.205355,8992,13,6623,10,2219,0,150,3,24697074,61357,19384320,58047
2021-10-01T10:30:00Z,S,0.209518,9004,12,6624,1,2228,9,152,2,24751284,54210,19437698,53378
2021-10-02T10:30:00Z,S,0.243742,9024,20,6638,14,2232,4,154,2,24901959,150675,19519990,82292
2021-10-03T10:30:00Z,S,0.265216,9039,15,6646,8,2236,4,157,3,25011961,110002,19616422,96432
2021-10-04T10:30:00Z,S,0.251004,9044,5,6648,2,2239,3,157,0,25215422,203461,20666905,1050483
2021-10-05T10:30:00Z,S,0.245088,9035,-9,6641,-7,2231,-8,163,6,25572440,357018,20778927,112022
2021-10-06T10:30:00Z,S,0.235726,9033,-2,6639,-2,2228,-3,166,3,25658493,86053,20911983,133056
2021-10-07T10:30:00Z,S,0.23698,9032,-1,6630,-9,2233,5,169,3,25814341,155848,21090080,178097
2021-10-08T10:30:00Z,S,0.26238,9098,66,6660,30,2265,32,173,4,26330681,516340,21231493,141413
2021-10-09T10:30:00Z,S,0.28779,9163,131,6689,59,2297,64,177,8,26847021,1032680,21372905,282825
2021-10-10T10:30:00Z,S,0.359334,9298,135,6756,67,2350,53,192,15,27593827,746806,22121629,748724
2021-10-11T10:30:00Z,S,0.388372,9374,76,6777,21,2402,52,195,3,27850217,256390,22342794,221165
2021-10-12T10:30:00Z,S,0.372933,9384,10,6779,2,2410,8,195,0,27974337,124120,22509063,166269
2021-10-13T10:30:00Z,S,0.351156,9465,81,6796,17,2467,57,202,7,28076241,101904,22808710,299647
2021-10-14T10:30:00Z,S,0.423238,9506,41,6818,22,2483,16,205,3,28375728,299487,23018063,209353
2021-10-15T10:30:00Z,S,0.396269,9535,29,6822,4,2502,19,211,6,28609454,233726,23144517,126454
2021-10-16T10:30:00Z,S,0.40074,9551,16,6826,4,2509,7,216,5,28784595,175141,23217537,73020
2021-10-17T10:30:00Z,S,0.373675,9562,11,6829,3,2514,5,219,3,29014062,229467,23340156,122619
2021-10-18T10:30:37Z,S,0.354406,9565,3,6826,-3,2523,9,216,-3,29291758,277696,23569859,229703
2021-10-19T10:30:56Z,S,0.350167,9558,-7,6815,-11,2523,0,220,4,29661447,369689,23870552,300693
2021-10-20T10:30:42Z,S,0.372859,9576,18,6820,5,2536,13,220,0,29857644,196197,24412537,541985
2021-10-21T10:31:23Z,S,0.401648,9588,12,6820,0,2548,12,220,0,29962163,104519,25079176,666639
2021-10-22T10:30:22Z,S,0.643238,10289,701,7053,233,2992,444,244,24,31188487,1226324,25944226,865050
2021-10-23T10:30:28Z,S,0.710961,10622,333,7163,110,3200,208,259,15,32947024,1758537,26652068,707842
2021-10-24T10:30:20Z,S,0.61064,10730,108,7189,26,3274,74,267,8,33879276,932252,27285993,633925
2021-10-25T10:30:32Z,S,0.637915,10805,75,7210,21,3326,52,269,2,34601568,722292,28091153,805160
2021-10-26T10:30:21Z,S,0.59654,10837,32,7215,5,3348,22,274,5,34983340,381772,28567665,476512
2021-10-27T10:30:46Z,S,0.491882,10715,-122,7119,-96,3318,-30,278,4,35327192,343852,28964219,396554
2021-10-28T10:30:30Z,S,0.570088,10740,25,7121,2,3338,20,281,3,37436284,2109092,29677095,712876
2021-10-29T10:30:31Z,S,0.573294,10858,118,7139,18,3415,77,304,23,39625953,2189669,31212438,1535343
2021-10-30T10:30:34Z,S,0.534541,10843,-15,7134,-5,3403,-12,306,2,40689419,1063466,32174649,962211
2021-10-31T11:30:29Z,S,0.473166,10863,20,7128,-6,3417,14,318,12,41865985,1176566,32796061,621412
2021-11-01T11:30:34Z,S,0.42953,10877,14,7131,3,3425,8,321,3,42791135,925150,33240976,444915
2021-11-02T11:30:20Z,S,0.412867,10885,8,7126,-5,3429,4,330,9,43489441,698306,33635558,394582
2021-11-03T11:30:37Z,S,0.389743,10924,39,7132,6,3440,11,352,22,44406415,916974,34270164,634606
2021-11-04T11:30:33Z,S,0.369646,10931,7,7134,2,3448,8,349,-3,45315547,909132,34545309,275145
2021-11-05T11:30:28Z,S,0.382784,10942,11,7121,-13,3466,18,355,6,45697980,382433,34944371,399062
2021-11-06T11:30:16Z,S,0.420074,11023,81,7133,12,3532,66,358,3,46285496,587516,35199128,254757
2021-11-07T11:30:21Z,S,0.445617,11038,15,7136,3,3540,8,362,4,46822927,537431,35640794,441666
2021-11-08T11:30:44Z,S,0.471792,11076,38,7139,3,3567,27,370,8,47803966,981039,36269192,628398
2021-11-09T11:30:43Z,S,0.44174,11067,-9,7133,-6,3562,-5,372,2,48741229,937263,36869799,600607
2021-11-10T11:30:23Z,S,0.431437,11053,-14,7121,-12,3553,-9,379,7,49326028,584799,37773801,904002
2021-11-11T11:30:33Z,S,0.403833,11071,18,7108,-13,3575,22,388,9,50131563,805535,38244878,471077
2021-11-12T11:32:58Z,S,0.416586,11101,30,7123,15,3587,12,391,3,50674509,542946,38578354,333476
2021-11-13T11:30:20Z,S,0.416297,11116,15,7126,3,3593,6,397,6,51954703,1280194,38918720,340366
2021-11-14T11:30:49Z,S,0.40215,11122,6,7113,-13,3613,20,396,-1,52555945,601242,39301013,382293
2021-11-15T11:31:50Z,S,0.427446,11189,67,7123,10,3660,47,406,10,53575804,1019859,39789070,488057
2021-11-16T11:31:44Z,S,0.374699,11250,61,7136,13,3706,46,408,2,54700078,1124274,40375638,586568
2021-11-17T11:30:27Z,S,0.381742,11255,5,7138,2,3714,8,403,-5,55274154,574076,40850860,475222
2021-11-18T11:30:32Z,S,0.362457,11268,13,7146,8,3722,8,400,-3,55960088,685934,41381155,530295
2021-11-19T11:30:39Z,S,0.373734,11273,5,7140,-6,3728,6,405,5,56640177,680089,41920000,538845
2021-11-20T11:32:31Z,S,0.376391,11299,26,7139,-1,3747,19,413,8,57211077,570900,42688449,768449
2021-11-21T11:31:17Z,S,0.357063,11314,15,7129,-10,3766,19,419,6,58003989,792912,43454754,766305
2021-11-22T11:32:30Z,S,0.323262,11328,14,7118,-11,3795,29,415,-4,58649603,645614,43957026,502272
2021-11-23T11:30:38Z,S,0.310995,11350,22,7125,7,3809,14,416,1,59537648,888045,44731515,774489
2021-11-24T12:35:10Z,S,0.326379,11366,16,7123,-2,3822,13,421,5,60370843,833195,45475909,744394
2021-11-25T11:30:25Z,S,0.322341,11406,40,7118,-5,3870,48,418,-3,60790709,419866,45900201,424292
2021-11-26T11:33:51Z,S,0.310138,11418,12,7117,-1,3876,6,425,7,63043152,2252443,46542492,642291
2021-11-27T13:16:19Z,S,0.2999,11468,50,7123,6,3914,38,431,6,64836393,1793241,46983644,441152
2021-11-28T11:30:32Z,S,0.280491,11461,-7,7116,-7,3912,-2,433,2,65768945,932552,47570007,586363
2021-11-29T11:31:03Z,S,0.278103,11508,47,7119,3,3948,36,441,8,67287459,1518514,48011010,441003
2021-11-30T11:30:19Z,S,0.27917,11535,27,7119,0,3976,28,440,-1,67967533,680074,48722783,711773
2021-12-01T11:33:21Z,S,0.295907,11562,27,7118,-1,3994,18,450,10,68852444,884911,49288504,565721
2021-12-02T11:30:27Z,S,0.276971,11579,17,7119,1,4004,10,456,6,69561221,708777,50150188,861684
2021-12-03T11:30:21Z,S,0.248637,11569,-10,7116,-3,3998,-6,455,-1,70103280,542059,51092449,942261
2021-12-04T11:29:58Z,S,0.204211,11557,-12,7110,-6,3995,-3,452,-3,71047447,944167,51837057,744608
2021-12-05T11:30:48Z,S,0.21806,11553,-4,7103,-7,3994,-1,456,4,71841033,793586,52635095,798038
2021-12-06T11:10:35Z,S,0.221123,11544,-9,7104,1,3980,-14,460,4,73260953,1419920,53168911,533816
2021-12-07T11:31:44Z,S,0.238533,11550,6,7097,-7,3985,5,468,8,74004955,744002,53815095,646184
2021-12-08T11:35:30Z,S,0.225051,11561,11,7098,1,3996,11,467,-1,74423130,418175,54545561,730466
2021-12-09T11:30:31Z,S,0.228021,11561,0,7099,1,3996,0,466,-1,74819178,396048,55241981,696420
2021-12-10T11:47:49Z,S,0.211121,11547,-14,7086,-13,3996,0,465,-1,75144794,325616,55839321,597340
2021-12-11T11:30:25Z,S,0.201612,11538,-9,7085,-1,3987,-9,466,1,75379951,235157,56206410,367089
2021-12-12T11:30:47Z,S,0.201775,11555,17,7086,1,4001,14,468,2,75598073,218122,56484585,278175
2021-12-13T11:14:19Z,S,0.201721,11564,9,7086,0,4010,9,468,0,76598536,1000463,56791436,306851
2021-12-14T11:40:32Z,S,0.186591,11562,-2,7082,-4,4008,-2,472,4,77398749,800213,57233516,442080
2021-12-15T11:29:36Z,S,0.189143,11571,9,7080,-2,4014,6,477,5,78362901,964152,57583586,350070
2021-12-16T11:31:04Z,S,0.197693,11577,6,7081,1,4016,2,480,3,80341298,1978397,57994599,411013
2021-12-17T11:30:44Z,S,0.187748,11570,-7,7077,-4,4013,-3,480,0,80455746,114448,58512163,517564
2021-12-18T11:26:16Z,S,0.19593,11589,19,7086,9,4018,5,485,5,81164194,708448,58924484,412321
2021-12-19T11:30:27Z,S,0.202216,11602,13,7083,-3,4029,11,490,5,81470159,305965,59255111,330627
2021-12-20T11:29:09Z,S,0.231169,11614,12,7085,2,4040,11,489,-1,81849844,379685,59534880,279769
2021-12-21T11:30:39Z,S,0.275976,11660,46,7098,13,4066,26,496,7,82258944,409100,60203887,669007
2021-12-22T11:39:28Z,S,0.373727,12094,434,7280,182,4283,217,531,35,82296868,37924,60754205,550318
2021-12-23T11:31:18Z,S,0.297775,12135,41,7235,-45,4376,93,524,-7,83181709,884841,62589333,1835128
2021-12-24T11:30:31Z,S,0.306936,12204,69,7275,40,4400,24,529,5,84394262,1212553,63265984,676651
2021-12-25T11:29:23Z,S,0.30546,12218,14,7279,4,4410,10,529,0,84985625,591363,63691450,425466
2021-12-26T11:31:13Z,S,0.306412,12225,7,7282,3,4411,1,532,3,85508091,522466,64055655,364205
2021-12-27T11:30:48Z,S,0.306588,12219,-6,7284,2,4407,-4,528,-4,86224322,716231,64559944,504289
2021-12-28T11:31:17Z,S,0.285507,12204,-15,7283,-1,4399,-8,522,-6,87399013,1174691,65022062,462118
2021-12-29T11:30:34Z,S,0.254412,12198,-6,7281,-2,4387,-12,530,8,88020864,621851,65323018,300956
2021-12-30T11:30:35Z,S,0.259679,12188,-10,7276,-5,4381,-6,531,1,88432027,411163,65675652,352634
2021-12-31T11:30:29Z,S,0.289898,12207,19,7282,6,4392,11,533,2,88864618,432591,65994002,318350
2022-01-01T11:28:21Z,S,0.245342,12214,7,7274,-8,4409,17,531,-2,89217310,352692,66339516,345514
2022-01-02T11:30:43Z,S,0.258165,12225,11,7278,4,4411,2,536,5,89382602,165292,66799846,460330
2022-01-03T11:30:52Z,S,0.261278,12225,0,7275,-3,4411,0,539,3,89581625,199023,67248001,448155
2022-01-04T11:37:04Z,S,0.251967,12221,-4,7268,-7,4413,2,540,1,89952638,371013,67662856,414855
2022-01-05T12:11:54Z,S,0.241113,12217,-4,7260,-8,4415,2,542,2,90407359,454721,68250045,587189
2022-01-06T11:30:40Z,S,0.222452,12213,-4,7253,-7,4414,-1,546,4,90796575,389216,68591180,341135
2022-01-07T11:30:48Z,S,0.225089,12212,-1,7245,-8,4416,2,551,5,91464224,667649,68970986,379806
2022-01-08T11:31:22Z,S,0.2151,12197,-15,7220,-25,4422,6,555,4,91657642,193418,69469924,498938
2022-01-09T11:31:27Z,S,0.210548,12196,-1,7217,-3,4425,3,554,-1,91918595,260953,69777074,307150
2022-01-10T11:15:06Z,S,0.205215,12218,22,7213,-4,4448,23,557,3,92553674,635079,70116486,339412
2022-01-11T11:30:25Z,S,0.207863,12223,5,7210,-3,4456,8,557,0,93114991,561317,70706943,590457
2022-01-12T11:30:26Z,S,0.214491,12221,-2,7210,0,4455,-1,556,-1,93308117,193126,71111106,404163
2022-01-13T11:30:28Z,S,0.226147,12235,14,7209,-1,4465,10,561,5,93502938,194821,71450574,339468
2022-01-14T11:33:57Z,S,0.222415,12224,-11,7207,-2,4460,-5,557,-4,93760810,257872,71862621,412047
2022-01-15T11:30:29Z,S,0.239234,12250,26,7211,4,4481,21,558,1,93916243,155433,72409151,546530
2022-01-16T11:30:47Z,S,0.237908,12269,19,7211,0,4492,11,566,8,94050519,134276,72857551,448400
2022-01-17T11:30:25Z,S,0.23621,12273,4,7208,-3,4496,4,569,3,94261515,210996,73348965,491414
2022-01-18T11:31:18Z,S,0.235588,12274,1,7205,-3,4502,6,567,-2,94525464,263949,73925624,576659
2022-01-19T11:30:29Z,S,0.217218,12266,-8,7205,0,4493,-9,568,1,94873073,347609,74260926,335302
2022-01-20T11:30:47Z,S,0.225373,12349,83,7233,28,4532,39,584,16,95171061,297988,75020093,759167
2022-01-21T11:30:40Z,S,0.204452,12381,32,7232,-1,4565,33,584,0,95650254,479193,75548572,528479
2022-01-22T11:30:32Z,S,0.162815,12370,-11,7224,-8,4565,0,581,-3,96020271,370017,75870983,322411
2022-01-23T11:30:32Z,S,0.177704,12373,3,7225,1,4566,1,582,1,96481865,461594,76175735,304752
2022-01-24T11:30:45Z,S,0.139086,12375,2,7220,-5,4571,5,584,2,97480961,999096,76415310,239575
2022-01-25T15:56:29Z,S,0.144944,12373,-2,7216,-4,4574,3,583,-1,97971497,490536,76840157,424847
2022-01-26T11:30:49Z,S,0.157918,12385,12,7218,2,4581,7,586,3,98096875,125378,77028318,188161
2022-01-27T11:30:25Z,S,0.150554,12385,0,7215,-3,4581,0,589,3,98223469,126594,77321350,293032
2022-01-28T11:51:33Z,S,0.154622,12382,-3,7213,-2,4579,-2,590,1,98345703,122234,77536371,215021
2022-01-29T11:30:56Z,S,0.16847,12388,6,7211,-2,4585,6,592,2,98500928,155225,77857402,321031
2022-01-30T11:30:44Z,S,0.173832,12392,4,7211,0,4591,6,590,-2,98611960,111032,78378471,521069
2022-01-31T11:45:53Z,S,0.164434,12392,0,7211,0,4590,-1,591,1,98738448,126488,78710021,331550
2022-02-01T11:31:38Z,S,0.177896,12390,-2,7209,-2,4585,-5,596,5,98859959,121511,79069845,359824
2022-02-02T11:30:47Z,S,0.195068,12463,73,7235,26,4629,44,599,3,99111103,251144,79506845,437000
2022-02-03T11:37:42Z,S,0.176786,12480,17,7238,3,4631,2,611,12,99311151,200048,79915609,408764
2022-02-04T11:30:48Z,S,0.197962,12487,7,7243,5,4634,3,610,-1,99400423,89272,80556165,640556
2022-02-05T11:29:44Z,S,0.21275,12506,19,7252,9,4642,8,612,2,99624842,224419,80945523,389358
2022-02-06T11:30:45Z,S,0.211576,12521,15,7261,9,4645,3,615,3,99701397,76555,81245909,300386
2022-02-07T11:30:44Z,S,0.227945,12522,1,7254,-7,4652,7,616,1,99760194,58797,81566893,320984
2022-02-08T11:28:32Z,S,0.237891,12515,-7,7260,6,4642,-10,613,-3,99905036,144842,81909758,342865
2022-02-09T13:17:08Z,S,0.280962,12528,13,7267,7,4646,4,615,2,100122354,217318,82347526,437768
2022-02-10T11:38:46Z,S,0.277754,12531,3,7266,-1,4651,5,614,-1,100310032,187678,82746540,399014
2022-02-11T11:31:21Z,S,0.257987,12521,-10,7261,-5,4647,-4,613,-1,100512569,202537,83046032,299492
2022-02-12T11:30:31Z,S,0.241583,12509,-12,7253,-8,4641,-6,615,2,100603131,90562,83232085,186053
2022-02-13T11:30:34Z,S,0.235706,12496,-13,7245,-8,4635,-6,616,1,100730868,127737,83457069,224984
2022-02-14T11:30:49Z,S,0.233993,12485,-11,7241,-4,4629,-6,615,-1,100779654,48786,83699074,242005
2022-02-15T11:27:30Z,S,0.227519,12485,0,7238,-3,4634,5,613,-2,100867229,87575,83950894,251820
2022-02-16T11:30:57Z,S,0.246329,12494,9,7237,-1,4644,10,613,0,100933663,66434,84063178,112284
2022-02-17T11:30:00Z,S,0.252998,12491,-3,7239,2,4640,-4,612,-1,101508822,575159,84464127,400949
2022-02-18T11:30:40Z,S,0.238377,12481,-10,7238,-1,4629,-11,614,2,101606320,97498,84944820,480693
2022-02-19T11:30:38Z,S,0.22014,12472,-9,7237,-1,4621,-8,614,0,101761723,155403,85208780,263960
2022-02-20T11:30:34Z,S,0.205971,12457,-15,7230,-7,4615,-6,612,-2,102130140,368417,85649151,440371
2022-02-21T11:28:25Z,S,0.205036,12452,-5,7232,2,4606,-9,614,2,102276070,145930,85915724,266573
2022-02-22T11:31:05Z,S,0.184826,12424,-28,7225,-7,4589,-17,610,-4,102452196,176126,86250252,334528
2022-02-23T14:28:03Z,S,0.198188,12422,-2,7218,-7,4593,4,611,1,102812742,360546,86614926,364674
2022-02-24T11:35:41Z,S,0.171577,12420,-2,7207,-11,4599,6,614,3,103193509,380767,86901274,286348
2022-02-25T11:30:46Z,S,0.179717,12423,3,7205,-2,4604,5,614,0,103530064,336555,87458868,557594
2022-02-26T11:29:20Z,S,0.19396,12438,15,7210,5,4614,10,614,0,103684169,154105,87788210,329342
2022-02-27T11:32:53Z,S,0.188534,12441,3,7205,-5,4623,9,613,-1,103771694,87525,88068139,279929
2022-02-28T11:30:29Z,S,0.177946,12434,-7,7200,-5,4624,1,610,-3,103837393,65699,88402850,334711
2022-03-01T11:30:36Z,S,0.197698,12457,23,7191,-9,4655,31,611,1,105221536,1384143,89090304,687454
2022-03-02T11:30:27Z,S,0.200727,12355,-102,7147,-44,4603,-52,605,-6,106042418,820882,90198812,1108508
2022-03-03T11:32:49Z,S,0.188201,12344,-11,7144,-3,4591,-12,609,4,106161588,119170,90700139,501327
2022-03-04T11:35:17Z,S,0.176672,12341,-3,7142,-2,4592,1,607,-2,106301154,139566,91249250,549111
2022-03-05T11:30:49Z,S,0.162158,12339,-2,7139,-3,4591,-1,609,2,106386680,85526,91652605,403355
2022-03-06T11:30:32Z,S,0.163455,12335,-4,7139,0,4587,-4,609,0,106481669,94989,91963512,310907
2022-03-07T11:36:22Z,S,0.152237,12320,-15,7134,-5,4576,-11,610,1,106809196,327527,92246674,283162
2022-03-08T11:34:36Z,S,0.155503,12304,-16,7127,-7,4566,-10,611,1,106978635,169439,92548634,301960
2022-03-09T11:45:42Z,S,0.16548,12297,-7,7125,-2,4562,-4,610,-1,107121985,143350,92951726,403092
2022-03-10T11:30:37Z,S,0.158337,12285,-12,7117,-8,4557,-5,611,1,107244085,122100,93291324,339598
2022-03-11T11:32:18Z,S,0.156255,12279,-6,7114,-3,4555,-2,610,-1,107327246,83161,93525749,234425
2022-03-12T11:30:48Z,S,0.155414,12279,0,7115,1,4555,0,609,-1,107396016,68770,93796337,270588
2022-03-13T11:32:00Z,S,0.144927,12285,6,7117,2,4558,3,610,1,107570627,174611,94009983,213646
2022-03-14T11:33:44Z,S,0.137849,12291,6,7121,4,4560,2,610,0,107732782,162155,94244172,234189
